,title,year,vote_count,vote_average,popularity,genres,weightedRating
6176,The Island,2005,1813,6,11.443647,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",5.968188614647102
2643,Pitch Black,2000,1812,6,6.424399,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",5.968177773798766
8233,Gangster Squad,2013,1805,6,8.581558,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.9681016804793
8987,Everest,2015,1805,6,10.758754,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5.9681016804793
7320,Cloudy with a Chance of Meatballs,2009,1799,6,11.665693,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.968036167397515
7084,Bolt,2008,1798,6,15.580915,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.968025222378818
6848,National Treasure: Book of Secrets,2007,1782,6,12.854373,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.967849077067587
8907,The Good Dinosaur,2015,1782,6,12.319595,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.967849077067587
7764,Insidious,2010,1775,6,17.24814,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.967771401751605
2474,Sleepy Hollow,1999,1774,6,11.072361,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.967760274628885
826,Cinderella,1950,1760,6,14.436858,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",5.96760368423366
6452,The Fast and the Furious: Tokyo Drift,2006,1749,6,2.238808,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.967479577709515
7565,Grown Ups,2010,1746,6,23.981251,"[{'id': 35, 'name': 'Comedy'}]",5.967445565275101
7675,The Tourist,2010,1744,6,12.845045,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",5.967422850765805
3154,Meet the Parents,2000,1743,6,14.178281,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.9674114816204025
7646,Due Date,2010,1737,6,11.73956,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.9673430997534815
7544,The A-Team,2010,1737,6,16.747793,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.9673430997534815
891,Top Gun,1986,1736,6,20.301019,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",5.967331674865345
124,Bad Boys,1995,1729,6,9.262184,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.967251476269587
4206,The Transporter,2002,1724,6,13.217421,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.96719395005449
8205,Zero Dark Thirty,2012,1723,6,9.649303,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.967182420550749
6040,Hitch,2005,1721,6,13.35076,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.967159337214286
4265,The Ring,2002,1720,6,13.740965,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",5.967147783364446
7015,Tropic Thunder,2008,1707,6,8.980941,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5.966996840119849
1116,Batman Returns,1992,1706,6,15.001681,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",5.966985171628872
9077,Central Intelligence,2016,1699,6,11.374041,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5.966903260592296
7790,Bridesmaids,2011,1697,6,6.810991,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.966879782732178
8307,The Internship,2013,1691,6,0.393865,"[{'id': 35, 'name': 'Comedy'}]",5.9668091488715085
8281,The Place Beyond the Pines,2013,1689,6,7.492658,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",5.966785537253718
309,Ace Ventura: Pet Detective,1994,1684,6,11.247957,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",5.966726360973169
7739,The Adjustment Bureau,2011,1677,6,9.420301,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",5.966643159046618
4321,8 Mile,2002,1676,6,8.374355,"[{'id': 18, 'name': 'Drama'}]",5.966631239077724
7571,The Karate Kid,2010,1675,6,11.690781,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.966619310586653
5161,Van Helsing,2004,1674,6,12.643312,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",5.966607373564262
6947,The Chronicles of Narnia: Prince Caspian,2008,1668,6,12.490891,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.966535571758566
1064,Alien³,1992,1664,6,17.126768,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",5.966487532097008
8377,The Mortal Instruments: City of Bones,2013,1649,6,14.336187,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",5.966306148313164
65,From Dusk Till Dawn,1996,1644,6,15.339153,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.966245249940393
1644,One Hundred and One Dalmatians,1961,1643,6,15.727519,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.9662330438399875
8019,American Reunion,2012,1641,6,8.10609,"[{'id': 35, 'name': 'Comedy'}]",5.966208605136825
9032,Kung Fu Panda 3,2016,1630,6,14.696548,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.9660735574172
1564,Gremlins,1984,1629,6,11.333125,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",5.96606122680639
8000,Project X,2012,1624,6,9.803023,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.965999439060261
4166,Signs,2002,1624,6,11.211568,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",5.965999439060261
9067,The Shallows,2016,1619,6,13.689175,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.965937425926572
8971,Joy,2015,1619,6,12.975936,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.965937425926572
6529,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,1617,6,8.278336,"[{'id': 35, 'name': 'Comedy'}]",5.96591255728813
1485,There's Something About Mary,1998,1616,6,11.688958,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.965900109346736
1250,Face/Off,1997,1612,6,11.467391,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.9658502265341955
8360,2 Guns,2013,1611,6,13.336512,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.965837733019354
8139,Sinister,2012,1611,6,12.490637,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.965837733019354
8914,Steve Jobs,2015,1608,6,16.224866,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.965800197566328
8339,The Heat,2013,1595,6,12.706403,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.965636586235042
8294,Pain & Gain,2013,1595,6,9.218002,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",5.965636586235042
5401,The Chronicles of Riddick,2004,1593,6,5.060352,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.965611276215328
4696,Bad Boys II,2003,1588,6,8.191436,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.965547837749078
7751,Just Go with It,2011,1588,6,9.267959,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.965547837749078
4371,Equilibrium,2002,1584,6,12.671637,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.965496918206881
1331,Starship Troopers,1997,1584,6,14.412644,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.965496918206881
8719,Horrible Bosses 2,2014,1575,6,20.903362,"[{'id': 35, 'name': 'Comedy'}]",5.965381797076853
9058,The Huntsman: Winter's War,2016,1575,6,17.260203,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5.965381797076853
2782,Hook,1991,1563,6,14.508137,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.965227101897335
8526,Need for Speed,2014,1560,6,18.271383,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.965188211838317
4025,Blade II,2002,1556,6,17.05064,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.965136222907371
6875,Hellboy II: The Golden Army,2008,1555,6,11.928661,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5.965123201402518
7673,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,1555,6,12.383398,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.965123201402518
8356,RED 2,2013,1548,6,11.04233,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.965031777799244
6336,Underworld: Evolution,2006,1548,6,12.496805,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.965031777799244
1128,Mars Attacks!,1996,1544,6,15.63424,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5.964979320220186
8832,Home,2015,1539,6,13.422713,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",5.9649135265030075
8991,Hotel Transylvania 2,2015,1528,6,11.760218,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.964767906517922
5629,The Polar Express,2004,1524,6,14.27536,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.964714653655949
5487,Anchorman: The Legend of Ron Burgundy,2004,1523,6,10.33012,"[{'id': 35, 'name': 'Comedy'}]",5.964701315277502
5925,Lemony Snicket's A Series of Unfortunate Events,2004,1521,6,12.817945,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.964674608245101
6568,Déjà Vu,2006,1519,6,14.922904,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.964647860768949
6829,Enchanted,2007,1512,6,11.447798,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",5.964553924777976
2968,Gone in Sixty Seconds,2000,1511,6,14.091765,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.964540464583847
46,Pocahontas,1995,1509,6,13.280069,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.964513513504257
6659,Shooter,2007,1495,6,14.246918,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.964323702695462
7964,The Grey,2012,1476,6,14.31675,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.964062830755505
614,The Rock,1996,1474,6,13.249824,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.964035148449817
8951,The Witch,2016,1471,6,11.840138,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",5.96399354493526
3023,Scary Movie,2000,1468,6,12.446738,"[{'id': 35, 'name': 'Comedy'}]",5.963951845056788
8549,The Other Woman,2014,1467,6,9.389354,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.963937923625204
7184,Monsters vs Aliens,2009,1464,6,14.243634,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.963896094739832
8177,Lincoln,2012,1456,6,10.680331,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",5.963784075176505
1198,Liar Liar,1997,1456,6,10.102471,"[{'id': 35, 'name': 'Comedy'}]",5.963784075176505
4847,School of Rock,2003,1454,6,17.95142,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",5.963755961587914
8241,Mama,2013,1452,6,16.018525,"[{'id': 27, 'name': 'Horror'}]",5.963727804317551
1579,Bambi,1942,1450,6,13.698132,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.963699603263529
7144,Underworld: Rise of the Lycans,2009,1447,6,11.654958,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.963657219364483
3190,How the Grinch Stole Christmas,2000,1440,6,11.642462,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",5.96355793765029
6828,The Mist,2007,1438,6,8.435642,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.963529471736878
6989,Mamma Mia!,2008,1435,6,10.534437,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.9634866893857446
7523,Robin Hood,2010,1434,6,10.56812,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.963472406288179
2718,Final Destination,2000,1416,6,14.961416,"[{'id': 27, 'name': 'Horror'}]",5.963213386162584
528,Pinocchio,1940,1412,6,14.202284,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.963155326481653
5992,Meet the Fockers,2004,1412,6,11.876386,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.963155326481653
4866,Brother Bear,2003,1410,6,12.300905,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.963126227860963
7584,The Other Guys,2010,1406,6,12.536621,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.96306789251507
857,Romeo + Juliet,1996,1406,6,11.774061,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.96306789251507
6172,Wedding Crashers,2005,1406,6,11.100597,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.96306789251507
6914,21,2008,1406,6,8.33756,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",5.96306789251507
8952,The Visit,2015,1405,6,15.021058,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.963053279827136
3377,Bridget Jones's Diary,2001,1397,6,10.780524,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.962935960718863
7129,Marley & Me,2008,1392,6,9.729748,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.962862257172726
7199,17 Again,2009,1388,6,11.362762,"[{'id': 35, 'name': 'Comedy'}]",5.962803082948973
6064,Robots,2005,1383,6,12.949715,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",5.962728849459209
520,Ghost,1990,1381,6,11.945397,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",5.962699073034713
3696,American Pie 2,2001,1375,6,10.25103,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.962609457609956
8720,Penguins of Madagascar,2014,1375,6,22.201607,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.962609457609956
6722,1408,2007,1372,6,9.196884,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.962564488227671
8781,The DUFF,2015,1372,6,8.592449,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.962564488227671
7255,Public Enemies,2009,1371,6,10.364794,"[{'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.962549474386421
7724,No Strings Attached,2011,1367,6,8.88057,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.9624892983992535
3764,Zoolander,2001,1363,6,10.40782,"[{'id': 35, 'name': 'Comedy'}]",5.9624289287177525
7984,Safe House,2012,1361,6,8.338675,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.962398670949143
6716,Death Proof,2007,1359,6,13.412137,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.962368364405215
9081,The Purge: Election Year,2016,1356,6,13.1789,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.9623228128773
7876,Contagion,2011,1351,6,8.244359,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.9622466481099305
8257,Side Effects,2013,1340,6,11.645847,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.962077996846614
6116,The Hitchhiker's Guide to the Galaxy,2005,1340,6,13.257255,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",5.962077996846614
8876,The Lobster,2015,1340,6,11.223033,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",5.962077996846614
576,Space Jam,1996,1335,6,11.054251,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.9620008380544895
1655,Sleeping Beauty,1959,1332,6,14.276169,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",5.961954391881968
8495,Enemy,2013,1326,6,12.66992,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.961861158076745
1814,Antz,1998,1320,6,16.025625,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.961767466195178
8635,Sin City: A Dame to Kill For,2014,1314,6,20.623642,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.961673312853023
6778,Resident Evil: Extinction,2007,1308,6,3.009134,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.961578694632613
4032,Panic Room,2002,1303,6,14.969502,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.961499488511215
7464,Dear John,2010,1302,6,8.371479,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",5.961483608082454
7273,Orphan,2009,1296,6,8.730934,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.961388049716797
3306,Hannibal,2001,1296,6,2.48875,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",5.961388049716797
7398,The Princess and the Frog,2009,1293,6,16.616517,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",5.96134009250439
7307,9,2009,1291,6,18.502877,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.961308054792037
1238,Con Air,1997,1289,6,11.545982,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.961275963935931
6266,Saw II,2005,1288,6,15.399863,"[{'id': 27, 'name': 'Horror'}]",5.96125989853763
7729,Unknown,2011,1288,6,14.443599,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.96125989853763
5576,Resident Evil: Apocalypse,2004,1286,6,7.850797,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.961227727717615
7772,Hanna,2011,1284,6,8.071196,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",5.961195503422166
8278,The Call,2013,1275,6,8.611077,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.961049828745767
2634,The Beach,2000,1271,6,14.430311,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5.960984732779771
7672,Love & Other Drugs,2010,1268,6,7.575696,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.96093576783597
1863,Enemy of the State,1998,1266,6,12.978751,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.960903056202941
8908,Black Mass,2015,1262,6,10.61072,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.9608374683086325
5154,13 Going on 30,2004,1260,6,12.632595,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",5.9608045917709465
6571,The Holiday,2006,1259,6,14.043416,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.960788132793778
3454,Atlantis: The Lost Empire,2001,1257,6,10.901602,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.960755173335758
6694,Knocked Up,2007,1255,6,9.058516,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.960722158423111
1797,Rush Hour,1998,1254,6,11.840557,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.9607056301275465
7025,Burn After Reading,2008,1251,6,13.206799,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.9606559616731705
